Protein.Accession,Group.Proteins,Group.Accessions,Gene,FC,FCmin,FCmax,Adj_pValue,Log2FC,Log10pValue,Log2FCmin,Log2FCmax,FC_SE,FC_SD_NoProp,FC_SD_Log2,type
Q99829,sp|Q99829|CPNE1_HUMAN,Q99829,CPNE1,3.1501,2.2422,4.4257,0.00233887164,1.6554,-2.63099361212388,1.16491496955245,2.14590566009033,0.557015306122449,0.611645257012746,0.280123671970904,Enriched
Q9BTW9,sp|Q9BTW9|TBCD_HUMAN,Q9BTW9,TBCD,2.573,1.1427,5.7937,0.0593766412,1.3634,-1.22638437308492,0.192446693735047,2.5344849832418,1.18647959183673,1.30284501505211,0.730512258943873,Not Significant
Q9NRK6,sp|Q9NRK6|ABCBA_HUMAN,Q9NRK6,ABCB10,1.4888,0.6808,3.2556,0.296769967,0.5741,-0.527580051594272,-0.554697057863487,1.70292345345357,0.656836734693877,0.721256793110336,0.698921009287855,Not Significant
Q9UN70,sp|Q9UN70|PCDGK_HUMAN,Q9UN70,PCDHGC3,4.802,2.2391,10.2983,0.0113517174,2.2636,-1.9449384291387,1.16291896154578,3.36433429792796,2.05591836734694,2.25755505166802,0.678251453056077,Enriched
Q9Y4K3,sp|Q9Y4K3|TRAF6_HUMAN,Q9Y4K3,TRAF6,3.842,2.5207,5.856,0.0027836805,1.9419,-2.55538061282931,1.33382442669844,2.54991555362196,0.850841836734694,0.934289180542529,0.350831433504664,Enriched
A0A0C4DH29,sp|A0A0C4DH29|HV103_HUMAN,A0A0C4DH29,IGHV1-3,0.1813,0.1481,0.222,0.000131804747,-2.4632,-3.88006894817311,-2.7553564542606,-2.17136841831198,0.0188520408163265,0.0207009775558699,0.164728062114767,Depleted
O00189,sp|O00189|AP4M1_HUMAN,O00189,AP4M1,5.1126,0.8506,30.7311,0.103292716,2.3541,-0.985930302996759,-0.233447239923686,4.94162750308548,7.62257653061225,8.3701699574854,2.36192987698274,Not Significant
P05198,sp|P05198|IF2A_HUMAN,P05198,EIF2S1,1.212,1.0839,1.3552,0.0194910745,0.2774,-1.71016421852435,0.11623166060415,0.438505779782749,0.0692091836734694,0.075996958199019,0.0904624048814939,Not Significant
P16298,sp|P16298|PP2BB_HUMAN,P16298,PPP3CB,1.6802,0.5163,5.468,0.359675227,0.7486,-0.444089473629091,-0.95371849678809,2.45101324294397,1.2631887755102,1.38707754483628,1.19100696063786,Not Significant
P27797,sp|P27797|CALR_HUMAN,P27797,CALR,63.9477,50.8907,80.3547,1.52491364e-05,5.9988,-4.81675475089651,5.66933013056449,6.3283105054509,7.51632653061224,8.25349936002911,0.186203453708174,Enriched
P43119,sp|P43119|PI2R_HUMAN,P43119,PTGIR,12469.6364,3.5314,44031600.6299,0.0607080075,13.6061,-1.21675402089011,1.82024024373485,25.3920359540654,11232550.2802296,12334196.2555501,1427.02507117476,Not Significant
Q13576,sp|Q13576|IQGA2_HUMAN,Q13576,IQGAP2,7.2195,3.3692,15.4699,0.00548478177,2.8519,-2.26084064757336,1.75240607121538,3.95139196588437,3.08691326530612,3.38966602314364,0.677367457837682,Enriched
Q14919,sp|Q14919|NC2A_HUMAN,Q14919,DRAP1,1.1367,0.48,2.6918,0.743123459,0.1849,-0.128939028623932,-1.05889368905357,1.42857122208527,0.564234693877551,0.619572694967159,0.786359157648747,Not Significant
Q16891,sp|Q16891|MIC60_HUMAN,Q16891,IMMT,4.6952,4.2489,5.1884,2.29387053e-05,2.2312,-4.63943109807091,2.08708938949686,2.37528970853542,0.239668367346939,0.263174132797561,0.0808655682989639,Enriched
Q2LD37,sp|Q2LD37|K1109_HUMAN,Q2LD37,KIAA1109,0.7793,0.5044,1.2042,0.247844515,-0.3597,-0.605820687941368,-0.98735981922123,0.268075022534324,0.178520408163265,0.196029013445166,0.36290271470255,Not Significant
Q5T4S7,sp|Q5T4S7|UBR4_HUMAN,Q5T4S7,UBR4,1.2867,0.8651,1.9138,0.208408543,0.3637,-0.681084482581175,-0.209061186224181,0.936440070114215,0.267525510204082,0.293763398685261,0.329378253266428,Not Significant
Q5T5U3,sp|Q5T5U3|RHG21_HUMAN,Q5T5U3,ARHGAP21,4.4725,2.5732,7.7737,0.00474002098,2.1611,-2.32421973607316,1.36356359379719,2.95860143275255,1.32665816326531,1.45677176967932,0.469911102923061,Enriched
Q6ZTZ1,sp|Q6ZTZ1|MSD1_HUMAN,Q6ZTZ1,MSANTD1,6.2373,1.1124,34.9718,0.0712274598,2.6409,-1.14735254371544,0.153675649797238,5.12812014840776,8.63760204081633,9.48474532415726,2.19383307573092,Not Significant
Q7Z7A4,sp|Q7Z7A4|PXK_HUMAN,Q7Z7A4,PXK,242.5203,77.0662,763.1891,0.000766993148,7.922,-3.11520851584122,6.26802635082308,9.57589675644278,175.031352040816,192.197763917028,1.14333835506984,Enriched
Q86YF9,sp|Q86YF9|DZIP1_HUMAN,Q86YF9,DZIP1,4.9098,2.8491,8.4611,0.00372957215,2.2957,-2.42834098683789,1.51050625941965,3.08084523561266,1.43163265306122,1.57204175972317,0.461928561412475,Enriched
Q8NHH9,sp|Q8NHH9|ATLA2_HUMAN,Q8NHH9,ATL2,4.1265,1.6878,10.089,0.0248579417,2.0449,-1.60453483487941,0.755143958486407,3.33471127958565,2.14316326530612,2.35335659867895,0.822773753630786,Enriched
Q92804,sp|Q92804|RBP56_HUMAN,Q92804,TAF15,1.198,0.0197,72.9281,0.930646559,0.2606,-0.0312152240883985,-5.66566056009307,6.18840290284758,18.5990816326531,20.4232090938347,24.5947099154539,Not Significant
Q96KV7,sp|Q96KV7|WDR90_HUMAN,Q96KV7,WDR90,0.0717,0.06,0.0857,2.58827821e-05,-3.8013,-4.58698904385576,-4.05889368905357,-3.54456098543695,0.00655612244897959,0.00719912209994393,0.144855477717479,Depleted
Q99832,sp|Q99832|TCPH_HUMAN,Q99832,CCT7,16.786,12.236,23.028,0.000111109891,4.0692,-3.95424727845321,3.61306010689612,4.52531721225445,2.7530612244898,3.02307103901148,0.259821851318772,Enriched
Q9BVC6,sp|Q9BVC6|TM109_HUMAN,Q9BVC6,TMEM109,35.6948,30.8495,41.3012,7.13508595e-06,5.1576,-5.14660079096056,4.94717520165699,5.36811179442309,2.66625,2.92774569852078,0.11833219965485,Enriched
Q9BZW8,sp|Q9BZW8|CD244_HUMAN,Q9BZW8,CD244,0.3669,0.0069,19.5758,0.57456981,-1.4465,-0.24065719716562,-7.17918792277128,4.29099936191576,4.99206632653061,5.4816692786612,21.5545845846767,Not Significant
Q9H0U4,sp|Q9H0U4|RAB1B_HUMAN,Q9H0U4,RAB1B,27.4603,25.3267,29.7736,2.8856219e-06,4.7793,-5.53976057466354,4.66258720495052,4.8959617668544,1.13441326530612,1.24567222047629,0.0654444829464459,Enriched
Q9NPA0,sp|Q9NPA0|EMC7_HUMAN,Q9NPA0,EMC7,4.9294,3.6769,6.6083,0.000518656572,2.3014,-3.28512011470229,1.87848994035249,2.72427918292684,0.74780612244898,0.821148113765589,0.240326674963473,Enriched
Q9P2J5,sp|Q9P2J5|SYLC_HUMAN,Q9P2J5,LARS1,3.1757,0.775,13.0137,0.129709354,1.6671,-0.887028703606742,-0.367731784500487,3.70195929620092,3.12211734693878,3.428322787727,1.55745954731882,Not Significant
Q9UHA4,sp|Q9UHA4|LTOR3_HUMAN,Q9UHA4,LAMTOR3,22.5045,1.6372,309.3435,0.0562156427,4.4921,-1.25014281978661,0.711230571893635,8.27306590978968,78.4965051020408,86.1951449269252,5.5257085531685,Not Significant
Q9Y3D6,sp|Q9Y3D6|FIS1_HUMAN,Q9Y3D6,FIS1,28.4068,18.1524,44.454,0.000192305464,4.8282,-3.71600837592097,4.18208840008882,5.47424133442669,6.70959183673469,7.36764318380877,0.37418020629991,Enriched
Q9Y3P9,sp|Q9Y3P9|RBGP1_HUMAN,Q9Y3P9,RABGAP1,6.0892,5.3923,6.8763,2.55954189e-05,2.6063,-4.59183775830089,2.43090076292786,2.78163248825268,0.378571428571429,0.415700280012327,0.098490562384211,Enriched
O43813,sp|O43813|LANC1_HUMAN,O43813,LANCL1,4.128,2.8564,5.9659,0.00153269583,2.0455,-2.81454402417989,1.51419802334758,2.57673979552207,0.793239795918367,0.871037749796719,0.304419050886339,Enriched
O95630,sp|O95630|STABP_HUMAN,O95630,STAMBP,0.5328,0.155,1.831,0.29574857,-0.9084,-0.529077346590516,-2.68965987938785,0.87263179113525,0.427551020408163,0.46948360465004,1.27124937726593,Not Significant
P00441,sp|P00441|SODC_HUMAN,P00441,SOD1,14.2698,8.8115,23.1092,0.000498507521,3.8349,-3.30232828508721,3.13938763303401,4.53039541198369,3.64737244897959,4.00509292016998,0.404920019497731,Enriched
P06396,sp|P06396|GELS_HUMAN,P06396,GSN,2.6859,2.4196,2.9814,9.28871595e-05,1.4254,-4.03204431769336,1.27476856579987,1.57598994772182,0.143316326530612,0.157372248861809,0.08453038572042,Enriched
P46736,sp|P46736|BRCC3_HUMAN,P46736,BRCC3,2.9624,0.9916,8.8496,0.0840399832,1.5668,-1.07551404308365,-0.0121698234627271,3.14561224716648,2.00459183673469,2.20119460939142,1.07198641203096,Not Significant
P48729 / Q8N752,sp|P48729|KC1A_HUMAN / sp|Q8N752|KC1AL_HUMAN,P48729 / Q8N752,CSNK1A1 / CSNK1A1L,59655.1053,10.6534,334046306.4786,0.0464628573,15.8644,-1.33289408615295,3.41324203053301,28.3154728662784,85215891.7921429,93573543.6062104,2262.97626397932,Enriched
Q15746,sp|Q15746|MYLK_HUMAN,Q15746,MYLK,13.4161,11.0431,16.299,3.41865621e-05,3.7459,-4.46614457092233,3.46507331472375,4.02671154773039,1.34079081632653,1.47229049980916,0.158322180277622,Enriched
Q5T447,sp|Q5T447|HECD3_HUMAN,Q5T447,HECTD3,5.533,4.7099,6.4998,6.64820743e-05,2.4681,-4.17729543863746,2.23569642904493,2.7003953268415,0.456607142857143,0.501389441505434,0.13073415160202,Enriched
Q86VP1,sp|Q86VP1|TAXB1_HUMAN,Q86VP1,TAX1BP1,0.7328,0.3568,1.5049,0.367639707,-0.4486,-0.434577588690415,-1.48681247962914,0.589667623664507,0.292882653061224,0.321607474044577,0.633162538096257,Not Significant
Q8NDI1,sp|Q8NDI1|EHBP1_HUMAN,Q8NDI1,EHBP1,1.4736,1.1999,1.8096,0.0147936612,0.5593,-1.82992433160243,0.262914176237417,0.855670834440371,0.155535714285714,0.170790067872989,0.16720818672194,Not Significant
Q92974,sp|Q92974|ARHG2_HUMAN,Q92974,ARHGEF2,1.9067,0.1573,23.1182,0.565238953,0.9311,-0.24776791672789,-2.66840942413376,4.53095716780522,5.85737244897959,6.43184134726081,4.86662066160264,Not Significant
Q96BI1,sp|Q96BI1|S22AI_HUMAN,Q96BI1,SLC22A18,19.1313,3.7558,97.4516,0.0167191089,4.2579,-1.77678687343563,1.90912024012413,6.60661396731887,23.9019897959184,26.2462063989077,1.97923151138983,Enriched
Q9BX68,sp|Q9BX68|HINT2_HUMAN,Q9BX68,HINT2,56.9204,27.0912,119.5934,0.000518555118,5.8309,-3.28520507501065,4.75975239376897,6.90199396350803,23.5975,25.9118533974099,0.656757549080559,Enriched
Q9BZE9,sp|Q9BZE9|ASPC1_HUMAN,Q9BZE9,ASPSCR1,4.5876,1.6893,12.4587,0.0278827137,2.1977,-1.55466496057466,0.756425556723737,3.63908163344196,2.74729591836735,3.01674029350725,0.948695671177265,Enriched
Q9GZT3,sp|Q9GZT3|SLIRP_HUMAN,Q9GZT3,SLIRP,30.0634,6.2648,144.268,0.0095939621,4.9099,-2.0180020015042,2.64726845310438,7.17260752175225,35.2048979591837,38.6576609721005,1.85512003887838,Enriched
Q9H2D6,sp|Q9H2D6|TARA_HUMAN,Q9H2D6,TRIOBP,3.9077,2.3031,6.6302,0.00558239937,1.9663,-2.25317909690813,1.20357705393231,2.72905238989386,1.10385204081633,1.21211366687422,0.447503742916081,Enriched
Q9HCN8,sp|Q9HCN8|SDF2L_HUMAN,Q9HCN8,SDF2L1,5.7838,1.2424,26.9251,0.0626635743,2.532,-1.20298483680039,0.313129734837852,4.75087979784575,6.55170918367347,7.19427599829689,1.79452026445061,Not Significant
Q9UKZ1,sp|Q9UKZ1|CNO11_HUMAN,Q9UKZ1,CNOT11,23599.6592,0.9705,573846045.0323,0.0830897156,14.5265,-1.08045272753449,-0.0431998819484233,29.0960884927589,146389296.954541,160746604.582518,9826.76602681353,Not Significant
Q9Y5X1,sp|Q9Y5X1|SNX9_HUMAN,Q9Y5X1,SNX9,3.7797,1.6598,8.6074,0.0235165754,1.9183,-1.62862592210144,0.731009412420729,3.10557751479117,1.77234693877551,1.94617201173426,0.74284538721219,Enriched
Q9Y5Y7,sp|Q9Y5Y7|LYVE1_HUMAN,Q9Y5Y7,LYVE1,1.5236,1.1379,2.04,0.0326731807,0.6075,-1.48580858535256,0.186373777465944,1.02856915219677,0.230127551020408,0.252697589352507,0.239279048965251,Not Significant
A0A1B0GUL7,tr|A0A1B0GUL7|A0A1B0GUL7_HUMAN,A0A1B0GUL7,,24.9258,15.2548,40.7279,0.000289998468,4.6396,-3.53760429638002,3.93119136029068,5.34794552332906,6.49823979591837,7.13556253556739,0.413003421515705,Enriched
O15258,sp|O15258|RER1_HUMAN,O15258,RER1,0.6112,0.1194,3.1277,0.505664805,-0.7102,-0.296137272838104,-3.06612525828464,1.64510214011698,0.767423469387755,0.842689455768924,1.98910978214536,Not Significant
P01031,sp|P01031|CO5_HUMAN,P01031,C5,0.2641,0.2341,0.298,5.93872301e-05,-1.9207,-4.22630693032727,-2.09480316043744,-1.74661576419993,0.0163010204081633,0.017899762730989,0.097780760791696,Depleted
P01709,sp|P01709|LV208_HUMAN,P01709,IGLV2-8,0.1263,0.1117,0.1429,1.86569086e-05,-2.9847,-4.72916031606572,-3.16229890906613,-2.80692217845363,0.00795918367346939,0.00873979025362844,0.0998325578568443,Depleted
P08962,sp|P08962|CD63_HUMAN,P08962,CD63,72.1181,22.2141,234.1318,0.00185504243,6.1723,-2.7316461524079,4.47340378690648,7.87117708572223,54.060637755102,59.3627002894665,1.1875281423303,Enriched
P0C0L4,sp|P0C0L4|CO4A_HUMAN,P0C0L4,C4A,27.1595,25.5983,28.816,2.11187355e-06,4.7634,-5.67533208906497,4.67797609796395,4.84879818124419,0.820841836734694,0.90134689420193,0.0478789629553487,Enriched
P0DTE2,sp|P0DTE2|HV511_HUMAN,P0DTE2,IGHV8-51-1,0.3073,0.1976,0.478,0.00496292551,-1.7022,-2.30426224320661,-2.33934514796477,-1.06491747668134,0.071530612244898,0.0785460636896607,0.368753714827277,Depleted
P12955,sp|P12955|PEPD_HUMAN,P12955,PEPD,2.7368,1.8291,4.0949,0.0061708817,1.4525,-2.20965277922646,0.871133951828175,2.03382822078798,0.578010204081633,0.634699255021516,0.334579606721522,Enriched
P15056,sp|P15056|BRAF_HUMAN,P15056,BRAF,7.1494,4.8327,10.5766,0.000663758684,2.8378,-3.17798978396907,2.27282943922131,3.40280402182209,1.4652806122449,1.60898978326334,0.324682012638128,Enriched
P32119,sp|P32119|PRDX2_HUMAN,P32119,PRDX2,2.7583,2.3692,3.2112,0.000274383909,1.4638,-3.56164136103166,1.24439999124555,1.68311252181317,0.214795918367347,0.235862288254972,0.123364881846852,Enriched
P48200,sp|P48200|IREB2_HUMAN,P48200,IREB2,0.4276,0.3347,0.5464,0.00215845232,-1.2256,-2.66585754042426,-1.57905954386292,-0.871970611259359,0.0540051020408163,0.0593017178427288,0.200080201702295,Depleted
P53611,sp|P53611|PGTB2_HUMAN,P53611,RABGGTB,14.3115,4.7133,43.4552,0.00705619919,3.8391,-2.15142916797022,2.23673751134221,5.44145692015112,9.88313775510204,10.8524384624054,1.09399847334415,Enriched
P54578,sp|P54578|UBP14_HUMAN,P54578,USP14,2.6866,1.6407,4.3994,0.0123101891,1.4258,-1.90973527570753,0.714311467931997,2.13730677919329,0.70375,0.772771133739896,0.414975464300116,Enriched
Q06828,sp|Q06828|FMOD_HUMAN,Q06828,FMOD,6.2834,3.9444,10.0094,0.00142044925,2.6515,-2.84757427819496,1.97980586225202,3.32328359124227,1.54719387755102,1.69893679129027,0.390083025683274,Enriched
Q12931,sp|Q12931|TRAP1_HUMAN,Q12931,TRAP1,1.7376,0.1501,20.1171,0.613945294,0.7971,-0.211870325230827,-2.73600411792876,4.33035044192121,5.09362244897959,5.59318564083971,4.64391182482206,Not Significant
Q14677,sp|Q14677|EPN4_HUMAN,Q14677,CLINT1,16.5424,13.156,20.8005,4.33701735e-05,4.0481,-4.36280884047651,3.71764900817332,4.37854630300616,1.95012755102041,2.14138867288021,0.186754692123276,Enriched
Q14699,sp|Q14699|RFTN1_HUMAN,Q14699,RFTN1,27.292,16.1078,46.2416,0.000332195252,4.7704,-3.47860657912405,4.00968755939569,5.53111941210593,7.68719387755102,8.44112472899963,0.44621020028041,Enriched
Q5M775,sp|Q5M775|CYTSB_HUMAN,Q5M775,SPECC1,1.7479,1.2026,2.5404,0.0296669135,0.8056,-1.5277276346621,0.266156863646618,1.3450556751793,0.341275510204082,0.374746519272568,0.309311141910255,Not Significant
Q6YP21,sp|Q6YP21|KAT3_HUMAN,Q6YP21,KYAT3,7.0601,1.8632,26.7519,0.031151741,2.8197,-1.50651767659505,0.897782544661417,4.74156945455943,6.34915816326531,6.97185954120135,1.42466355800422,Enriched
Q7Z422,sp|Q7Z422|SZRD1_HUMAN,Q7Z422,SZRD1,5.8076,0.2323,145.1975,0.26696962,2.5379,-0.573538156676752,-2.10593894074064,7.1818728031039,36.9809183673469,40.6078667331826,10.0876038220681,Not Significant
Q7Z4H3,sp|Q7Z4H3|HDDC2_HUMAN,Q7Z4H3,HDDC2,1.7264,1.0324,2.8869,0.071190829,0.7878,-1.14757594977926,0.0460020465445205,1.52952113459061,0.473086734693878,0.519485289274164,0.434116572434317,Not Significant
Q8IUX7,sp|Q8IUX7|AEBP1_HUMAN,Q8IUX7,AEBP1,0.6496,0.4309,0.9793,0.072983208,-0.6224,-1.13677705100045,-1.21457499643907,-0.030177210327092,0.139897959183673,0.153618620996469,0.341171217210294,Not Significant
Q96D71,sp|Q96D71|REPS1_HUMAN,Q96D71,REPS1,3.352,1.9839,5.6636,0.00792793777,1.745,-2.1008397674849,0.988339307408238,2.5017193765801,0.938698979591837,1.03076301911143,0.443638632459365,Enriched
Q9NRX4,sp|Q9NRX4|PHP14_HUMAN,Q9NRX4,PHPT1,13.4857,1.0773,168.819,0.0768372084,3.7534,-1.11442842203131,0.107420058836365,7.39933347334115,42.79125,46.9880536790726,5.02676405554198,Not Significant
Q9NUQ2,sp|Q9NUQ2|PLCE_HUMAN,Q9NUQ2,AGPAT5,5.4993,3.9375,7.6806,0.000633546846,2.4593,-3.19822126679932,1.97727992349992,2.94121901709397,0.954872448979592,1.04852272110117,0.275071105411973,Enriched
Q9P2T1,sp|Q9P2T1|GMPR2_HUMAN,Q9P2T1,GMPR2,0.6908,0.1542,3.094,0.582599723,-0.5337,-0.234629726195822,-2.69712532963442,1.62947319678695,0.749948979591837,0.823501134218489,1.71983352997025,Not Significant
Q9UJ41,sp|Q9UJ41|RABX5_HUMAN,Q9UJ41,RABGEF1,2.734,1.918,3.897,0.0041063703,1.451,-2.38654188984235,0.939602720356044,1.96236393150695,0.50484693877551,0.554360413843932,0.292528536912141,Enriched
A6QL64,sp|A6QL64|AN36A_HUMAN,A6QL64,ANKRD36,24.6575,12.2739,49.5354,0.000874394719,4.624,-3.05829247401819,3.61752182935356,5.63038799687261,9.50548469387755,10.43774661973,0.610706084815574,Enriched
O14737,sp|O14737|PDCD5_HUMAN,O14737,PDCD5,1.5289,0.7606,3.0735,0.224492798,0.6125,-0.648797587128497,-0.394790155918858,1.61988248507032,0.590025510204082,0.647892976846705,0.611362407432487,Not Significant
O43837,sp|O43837|IDH3B_HUMAN,O43837,IDH3B,0.6313,0.1722,2.3143,0.448019199,-0.6636,-0.348703374749399,-2.53784295215261,1.21057589143712,0.546454081632653,0.600048227637739,1.37127610059746,Not Significant
O60503,sp|O60503|ADCY9_HUMAN,O60503,ADCY9,0.2902,0.2312,0.3643,0.000518656572,-1.7848,-3.28512011470229,-2.11278669704877,-1.45680109980667,0.0339540816326531,0.0372841693191649,0.185353846245429,Depleted
O60547,sp|O60547|GMDS_HUMAN,O60547,GMDS,2.1372,1.4619,3.1244,0.0123699334,1.0957,-1.90763263861586,0.547844628364022,1.64357916573171,0.424107142857143,0.465701964636451,0.314367356781422,Enriched
P00492,sp|P00492|HPRT_HUMAN,P00492,HPRT1,5.4006,0.5198,56.1137,0.167973453,2.4331,-0.774759349980197,-0.943971461077249,5.81028113861072,14.1821173469388,15.5730456852947,4.16012216822425,Not Significant
P13473,sp|P13473|LAMP2_HUMAN,P13473,LAMP2,11.6816,8.7412,15.6112,0.000130260203,3.5462,-3.88518824934855,3.12783134782781,3.96450953338891,1.75255102040816,1.92443458469318,0.237670544433303,Enriched
P14543,sp|P14543|NID1_HUMAN,P14543,NID1,24.342,13.8083,42.9115,0.000469270869,4.6054,-3.32857640471618,3.78746380894116,5.42329242721901,7.42428571428571,8.1524315291474,0.483176096388456,Enriched
P16109,sp|P16109|LYAM3_HUMAN,P16109,SELP,5.5174,1.1468,26.5448,0.0670490384,2.464,-1.17360744630706,0.197613809691074,4.73035736650176,6.47908163265306,7.11452541223253,1.8603129246577,Not Significant
P20645,sp|P20645|MPRD_HUMAN,P20645,M6PR,116.2018,80.9794,166.7443,3.53859223e-05,6.8605,-4.45116948044361,6.33948304859288,7.38149363482905,21.8788010204082,24.0245909334429,0.298275570594121,Enriched
P53814,sp|P53814|SMTN_HUMAN,P53814,SMTN,3.525,1.5241,8.1526,0.02911677,1.8176,-1.53585680411794,0.607957564754493,3.02726023221652,1.69094387755102,1.85678524667231,0.759936132587215,Enriched
P62701,sp|P62701|RS4X_HUMAN,P62701,RPS4X,3.9148,2.1707,7.0602,0.00785109391,1.9689,-2.1050698278435,1.11816035312078,2.81970905246548,1.24732142857143,1.36965398862552,0.504749416860076,Enriched
Q53TN4,sp|Q53TN4|CYBR1_HUMAN,Q53TN4,CYBRD1,19.5186,2.5689,148.3032,0.0312328324,4.2868,-1.50538862928526,1.3611507313006,7.21240591753573,37.1771173469388,40.8233081653642,3.0174082281953,Enriched
Q6NZI2,sp|Q6NZI2|CAVN1_HUMAN,Q6NZI2,CAVIN1,4.7142,0.2953,75.2507,0.257160117,2.237,-0.589796385319775,-1.7597467384155,6.23363309711627,19.1212755102041,20.9966177684878,6.42563241483995,Not Significant
Q86WC4,sp|Q86WC4|OSTM1_HUMAN,Q86WC4,OSTM1,4.4533,0.9885,20.0633,0.0840399832,2.1549,-1.07551404308365,-0.0166871289328791,4.32648701400191,4.86602040816327,5.34326125416384,1.73100768274231,Not Significant
Q8N699,sp|Q8N699|MYCT1_HUMAN,Q8N699,MYCT1,74.1215,29.6883,185.0558,0.000810876574,6.2118,-3.09104524604787,4.89182257952929,7.53181654292222,39.6345663265306,43.5217744304685,0.847104391324041,Enriched
Q8NHP6,sp|Q8NHP6|MSPD2_HUMAN,Q8NHP6,MOSPD2,8.115,3.2158,20.478,0.0084203215,3.0206,-2.07467132619508,1.68517768388608,4.35600291515793,4.40362244897959,4.83551305500592,0.859663672780146,Enriched
Q96J92,sp|Q96J92|WNK4_HUMAN,Q96J92,WNK4,15.0522,6.9633,32.5375,0.00205296792,3.9119,-2.68761783693035,2.79977118040323,5.02403150151675,6.5240306122449,7.16388281744693,0.686630407132535,Enriched
A4D1B5,sp|A4D1B5|GSAP_HUMAN,A4D1B5,GSAP,1.6116,0.6756,3.8448,0.26502252,0.6885,-0.576717220794569,-0.565758766748064,1.94290855358042,0.808469387755102,0.887761002301257,0.794718537797617,Not Significant
A6QL63,sp|A6QL63|BTBDB_HUMAN,A6QL63,BTBD11,2.8565,1.5467,5.2752,0.0198357728,1.5142,-1.70255087478461,0.629193396862183,2.39922579212094,0.951147959183673,1.04443294745685,0.527498068908467,Enriched
P01033,sp|P01033|TIMP1_HUMAN,P01033,TIMP1,10.6518,6.9832,16.2476,0.000475283685,3.413,-3.32304709341844,2.80388829233782,4.02215472233225,2.36336734693878,2.59515746236267,0.351491841874294,Enriched
P01743,sp|P01743|HV146_HUMAN,P01743,IGHV1-46,0.1876,0.1562,0.2254,0.000104040202,-2.4139,-3.98279881326778,-2.67853364140747,-2.14944057937723,0.0176530612244898,0.0193844065881759,0.149071360636123,Depleted
P01876,sp|P01876|IGHA1_HUMAN,P01876,IGHA1,0.4173,0.3541,0.4918,0.000553012701,-1.2609,-3.25726489417293,-1.49777125115853,-1.02385635995337,0.0351275510204082,0.0385727281386101,0.133354142341555,Depleted
P62913,sp|P62913|RL11_HUMAN,P62913,RPL11,0.0288,0.0138,0.0604,0.000764364926,-5.1172,-3.11669924939585,-6.17918792277128,-4.04930764022437,0.0118877551020408,0.013053661083945,0.653904587196276,Depleted
Q06203,sp|Q06203|PUR1_HUMAN,Q06203,PPAT,1.9092,0.7795,4.6761,0.167316589,0.933,-0.776460997746546,-0.359379071964302,2.22530578272702,0.994030612244898,1.09152136866309,0.82481273077445,Not Significant
Q13098,sp|Q13098|CSN1_HUMAN,Q13098,GPS1,7.813,6.3148,9.6668,8.72338949e-05,2.9659,-4.05931473630768,2.65873704223494,3.27303839351112,0.855102040816327,0.938967209300081,0.173383250533032,Enriched
Q15126,sp|Q15126|PMVK_HUMAN,Q15126,PMVK,10.1462,6.2595,16.4463,0.000764364926,3.3429,-3.11669924939585,2.64604742132246,4.03969114559193,2.59867346938776,2.85354151780968,0.40574699855264,Enriched
Q15477,sp|Q15477|SKIV2_HUMAN,Q15477,SKIV2L,1.8659,1.5909,2.1885,0.00146374273,0.8999,-2.83453524893323,0.669843154312453,1.12994238397696,0.152448979591837,0.167400597934883,0.129432452158477,Not Significant
Q5T0F9,sp|Q5T0F9|C2D1B_HUMAN,Q5T0F9,CC2D1B,0.4336,0.0156,12.0567,0.575884802,-1.2056,-0.239664382651948,-6.0023101606872,3.59176318080531,3.07170918367347,3.37297078278735,11.2227126877091,Not Significant
Q5TAQ9,sp|Q5TAQ9|DCAF8_HUMAN,Q5TAQ9,DCAF8,9.6997,4.7358,19.8666,0.00285027788,3.2779,-2.54511279758178,2.24360815505875,4.31227308358699,3.85989795918367,4.2384621272308,0.630412104699276,Enriched
Q6DN14,sp|Q6DN14|MCTP1_HUMAN,Q6DN14,MCTP1,1.2036,0.3946,3.6713,0.71218692,0.2673,-0.147406006825747,-1.34153713882589,1.87629100896983,0.835892857142857,0.917874061668727,1.10020966843643,Not Significant
Q8NHG8,sp|Q8NHG8|ZNRF2_HUMAN,Q8NHG8,ZNRF2,4.3658,2.4699,7.7169,0.00552446456,2.1262,-2.25770980812358,1.30445263192145,2.94802141060034,1.33852040816327,1.46979741861501,0.485700088631472,Enriched
Q96PX1 / O60291,sp|Q96PX1|RN157_HUMAN / sp|O60291|MGRN1_HUMAN,Q96PX1 / O60291,RNF157 / MGRN1,3.6107,2.5746,5.0638,0.00160340663,1.8523,-2.79495632495064,1.36434830692009,2.34022042516393,0.635,0.697278394209356,0.278605279154972,Enriched
Q99704,sp|Q99704|DOK1_HUMAN,Q99704,DOK1,13.1089,4.9443,34.756,0.00517436026,3.7125,-2.28614333721915,2.30576628276119,5.11919014964541,7.60502551020408,8.35089759949022,0.919054882847232,Enriched
Q9BYH1,sp|Q9BYH1|SE6L1_HUMAN,Q9BYH1,SEZ6L,7.5695,5.4024,10.6058,0.000384142746,2.9202,-3.41550736344404,2.43360046262586,3.4067815429602,1.32739795918367,1.45758412197853,0.277805586162484,Enriched
