"","TPAD1010","TPAD1016","TPAD1022","TPAD1008","TPAD1036","TPAD1040","TPAD1021","TPAD1012","TPAD1037","TPAD1025","TPAD1013","TPAD1035","TPAD1018","TPAD1007","TPAD1030","TPAD1039","TPAD1028","TPAD1005","TPAD1004","TPAD1017","TPAD1001","TPAD1011","TPAD1026","TPAD1032","TPAD1019","TPAD1033","TPAD1006","TPAD1024","TPAD1002","TPAD1038","TPAD1031","TPAD1034","TPAD1015","TPAD1027","TPAD1029","TPAD1003","TPAD1009","TPAD1014","TPAD1023","TPAD1020"
"sp|P08758|ANXA5_HUMAN",25.6950531879338,25.1336931350898,25.6911146014987,26.0208245475997,24.5059903179976,25.1823928175547,25.6246143748032,25.5838091944592,26.442310197497,25.3968159153596,25.5348930078988,25.2909559282864,25.4277270179618,25.7047698384871,25.6476592462433,25.5829418624839,25.4551693970781,25.3525060685641,26.2399535238819,25.5081015310281,25.1786071921721,25.2958727795985,25.9518637051272,25.2197986046104,25.4615445839332,25.1805916129184,25.7098689369477,25.3117976057864,25.8473724971774,25.3336767330881,25.8198906310896,25.4317570451703,26.3777718790409,26.0670173343624,26.0531016096339,25.5842561030667,25.7144864890404,25.4300394401751,25.7574675049591,24.5370607617579
"sp|P10515|ODP2_HUMAN",22.844470954781,23.0247227865816,23.3332857462127,23.077413203349,23.3358244758796,23.1085708109669,23.1078113581099,23.564965832026,22.9022776592444,23.1802040463002,23.3015518966726,23.337250224645,23.0318640441722,22.9482661664542,23.2532701568399,23.024579014785,23.1753488601934,22.7431972526925,23.3352359911649,22.6200987784223,23.0138470253818,22.6628887233714,23.345641539353,22.4432195445847,23.7988376409152,23.2991202715704,22.8824472706484,23.1730068529397,22.9625866207443,23.0422133398226,22.9470304233923,22.9983941481648,22.8669128914744,23.1985523140714,22.8479440654497,22.6231358011984,23.0520613781273,23.10203904452,22.9431777859737,22.8264937565345
"sp|P13591|NCAM1_HUMAN",29.3305331352736,28.7573000075375,29.0277328204841,29.1625201051206,29.4648868467133,29.0019224974067,29.9512974678147,29.7805607477122,28.3705072754833,28.932882570068,29.5356715863268,28.9096045915284,28.1154202819873,29.1500726350073,29.2540031655284,29.5992283995274,28.004811611927,29.8595499741285,28.9219638978798,29.6738792218542,28.3462054735912,29.0841102400351,29.4429596607562,29.5774647689358,28.5970587340991,27.4465394682607,29.300714840614,28.8011119714778,29.4496232356653,29.637613091903,29.0658773247414,28.1727748320227,29.2816213286703,28.8718158794311,29.1162400549817,29.0099309180515,28.9696121347409,28.6116052579696,27.6887848902689,28.8162176285496
"sp|P50990|TCPQ_HUMAN",25.1399050898899,25.4558416512875,25.2964689149657,24.8724301843891,25.2823260314595,25.7368043015855,24.6809014756122,24.3092943575446,26.2251480148002,25.6755249153018,25.4584871714211,24.9324138808706,26.0389221070316,25.2258692287936,25.3145018958259,24.9711068992487,25.9299252610978,24.4405338837516,25.3397243382943,25.1975003954177,25.7731303708131,25.7542402918582,25.196329753482,25.1480768262077,25.2572852777714,26.4961139302953,25.5270981765821,25.577266703011,25.2181162191942,25.2435200046888,25.0943064661812,25.7586195796672,24.3100035847756,25.5619186798188,25.3709309450818,25.4100514285308,25.3118333676973,25.4507767088503,25.640036812042,25.2610654453321
"sp|Q10567|AP1B1_HUMAN",25.4918367979136,25.4699120621294,25.6030916536404,25.3618447297841,25.2800333874849,25.7913538791603,25.3927917042002,24.8858353804634,25.885167515895,25.7755699524691,25.3943744721675,25.5782558785417,25.9944700521016,25.4737895472971,25.5336893782237,25.053717558904,25.9372673183099,25.0468527280367,25.4734676837645,25.2313398447463,25.6954219181837,25.6537342132857,25.2717943151876,25.214448780009,25.4656514690748,26.2340052587907,25.5185541689036,25.5661356679548,25.6747358607088,25.0719715283679,25.4130711855854,25.730765791082,25.3637888844723,25.6703114599606,25.0641259072739,25.5456497416985,25.4557422966807,25.3092132399328,25.7755350610865,25.4334847165615
"sp|Q14114|LRP8_HUMAN",23.1246555427815,22.6292601661943,23.4500670292063,22.7848461230191,22.0976466290713,22.2822124546965,23.8076102150523,21.9742763433685,21.4615378775471,23.0431068917925,21.9481267022139,22.6835537644384,22.7967397831225,22.7651107191705,23.0420482277467,24.1283450425345,21.8440076113112,23.0026135809812,22.664091187451,22.2806429870034,22.0126605521393,22.6043249186454,24.7645398124245,22.8844680272288,22.7739336869092,22.2401800957696,23.4113150969821,22.5447359301312,23.0287990684061,24.3810246947407,23.98271093917,22.0456376576116,22.716422788834,22.7581194364173,23.1563287548904,22.4514494252149,22.4055658955596,22.6833550643553,22.1577060597702,22.6423180007079
"sp|Q6PI48|SYDM_HUMAN",19.4955656969136,20.0263504753527,19.9712480070008,19.9369918188595,19.7888200734151,20.128289414853,19.9034120766516,17.5357057633173,19.5446553189322,19.55428926951,19.9630896121494,19.4394763457928,20.3298039460123,19.6562676986311,20.0227612419214,19.5233601741328,19.809543024426,19.977766531183,19.7203340949005,20.7270682398592,19.1817219406312,19.8630289153705,20.186197226554,20.0769554507186,19.6274807235577,20.3733081926009,19.8268126007348,19.5553893499066,19.5864873608676,19.7759945681626,20.1646735822543,19.9900147818184,20.5451416420691,19.9432853743897,19.2579471150081,19.3637595432411,19.8169697003485,19.2500845806008,19.8354028254079,19.6363963763146
"sp|Q8IUK5|PLDX1_HUMAN",22.3935448683268,23.5485224417888,22.0993963686967,22.6887477461598,23.9270455675641,22.6090133440681,22.9708517714951,24.000537930564,21.93605357804,22.7200754176979,23.011667223935,23.0796055341997,22.1840247801061,22.5083282987545,22.5782943202111,23.7315687984712,21.238006278446,22.7598427175413,22.4047893356991,24.349740234868,21.565691539196,22.4113411003527,22.7212526992481,23.7288989017577,22.4600817826855,21.450901494335,22.4881581141516,22.010362086604,22.8564219154485,23.7991476131644,23.6072155299968,22.8860756656283,23.3325119469929,22.4267256614753,22.929950777273,22.794646723085,22.6231117291822,22.6228688689747,21.3478007929567,22.7123165430946
"sp|Q9NZB2|F120A_HUMAN",19.1506088415186,18.5132833843764,19.4745280599429,19.5185525847598,20.8150966538984,18.9589522369057,17.7483544040787,20.6718805204664,19.3890104985545,20.1609363558428,18.9391695455871,16.9410921643894,19.6064724727162,18.9960629124327,19.9054281336004,19.3234615684326,19.7943468670808,20.2500241890956,19.908390746208,17.549828419326,18.9003259958643,18.961757183735,19.6103236599948,18.0946637102296,21.4293046805522,19.3430673233095,18.738449524012,18.200656791155,19.532734185886,21.3405701582139,16.2261902731388,18.353167958262,18.0689542696009,20.7475292007879,18.1004236516644,16.1239631612036,18.8415169833469,18.0019545132264,18.4926705862564,20.4928095881113
"sp|Q9UJC5|SH3L2_HUMAN",16.9766649905701,20.7839993223163,18.8483628413314,15.6574063981909,18.912792567296,19.5679379676625,14.7864386988839,18.7273837605519,21.5775686051915,18.2257586754905,17.9268667766368,20.1717884224041,21.3260054862799,17.6214214308196,17.1856478448942,17.5974083833922,20.4150293064873,15.1908839232621,18.2563862881486,18.8144963489677,19.5184556907539,21.2194082128103,18.3265902532258,16.6564711653016,16.1342732033639,18.3659322233537,19.7782869530665,18.109576563948,15.4494952691459,18.9262198260276,18.1583973183944,19.735726560932,19.0722490258072,17.9032747899243,18.192794360319,19.4990354931692,18.2661778710691,19.9261896013795,20.2094362367058,17.192570198004
"sp|P09622|DLDH_HUMAN",22.7934028941334,22.91702554145,23.8667939647995,22.6208527192577,22.9915407515571,23.4874464550178,22.2695825153289,23.2116765857987,24.3297835077723,23.1507808660373,23.0618103071562,23.1703815319002,23.7474518358237,23.1779892589421,23.1805941404137,22.6527023617283,23.7889952293421,22.6236564570039,23.2045214661902,22.1520274537259,23.6905759548646,23.014929059008,23.7871022644376,22.2314862986614,23.3328832874797,24.3424779579424,23.7292827845244,23.4067741894425,23.1202307619934,23.2987646982599,22.6273341690806,23.713466432614,21.9642413589349,23.4133174903363,22.9459239303015,23.2568046687603,23.5625756237508,23.635249706537,23.4871040317592,22.6662614180387
"sp|P23142|FBLN1_HUMAN",31.8568383793187,31.1182763590541,31.1743041824989,30.8884107542548,31.9619900015465,30.9419161952464,31.6670545384164,32.0465510309423,30.0407911458648,31.0565213191279,31.9052210558224,31.6893194096838,31.0665202217419,31.5818988400715,31.1753537445339,31.986093200505,30.1902240381794,32.1119754936726,31.3364340782319,31.5760573989545,30.8106439624248,30.9045319133691,31.9707448138531,31.3564208016795,31.4754034384851,29.9968948058765,32.3238172492116,31.0688453417737,31.6983826319995,32.1219416156314,31.1475618689264,30.6355275967667,31.5593943454568,31.5990992025097,31.7431355959903,31.9036277107057,31.3069593008243,31.373269943771,30.2905848467308,30.7446570821482
"sp|P48723|HSP13_HUMAN",20.9248698293298,20.792277017756,21.0838280470295,21.3712110991838,20.7603125677379,19.636413413884,20.3744853048534,20.4409921817326,20.1194252984938,20.0923384440322,21.5307266762199,21.7009097377496,20.9554367298626,20.7544535654404,20.4817856088921,21.5911453365484,20.7819402247585,21.5527804230876,20.5193024304773,21.2161982341396,20.0655482475195,21.5246344351719,21.1344795785844,20.8044245880885,19.9942779231805,19.8530199456316,20.5621241476562,20.2697401123095,19.688238738246,21.8033836149449,20.6363524605831,21.2057961980944,22.2629717575323,21.5998819608813,20.3156814130493,21.5219698719121,20.5840373015509,21.1502183058643,21.6617416449694,18.4137174115552
"sp|P50552|VASP_HUMAN",25.2311546096857,25.2623474113661,25.170869452039,24.9829788972351,25.0159739461889,25.6240495920356,24.9847901465476,22.2947444129719,25.8890955441849,25.4769376409795,24.8427981330816,25.512101780303,26.1336871278931,25.1004394790082,24.8651791568023,24.3831658918623,25.5791202733181,24.4446804503582,25.0269627436921,24.2832348673675,25.7676952638893,25.7182168802383,24.9080973778044,24.3791353751236,25.0554478662492,25.7350208588412,25.389275752396,25.1269159704032,24.7266490513583,24.5733551708204,24.8687402978661,25.4099657903856,23.8796452484204,25.0536047181725,24.8425559649039,25.3648341941286,24.9697243483307,25.4221512885115,25.6076001971687,25.1401570652898
"sp|P62136|PP1A_HUMAN",24.9622764918346,25.3128146271511,25.094708987922,24.8019957092834,25.0522983819,25.4392448834162,24.6525718453576,23.5611401034766,25.7461376974523,25.2480344359265,24.8978101380441,25.230308081022,25.8249802273918,25.084596661232,25.1444000083116,24.7116756921724,25.6292415135071,24.631734470005,25.3356090167263,24.743651459201,25.5199906006697,25.6173458661554,25.1012732402131,24.5534851258515,25.3779204114201,26.0214664578135,25.2191724023129,25.3483968958414,24.977756741964,25.1035687686574,25.0007016020343,25.5810649021532,24.5268216946543,25.4544569991242,25.023667147997,25.1059176876629,25.2069168306294,25.2692467023998,25.5080306016256,25.0873918377278
"sp|Q01433|AMPD2_HUMAN",25.7539882560483,25.7066260562385,25.9535412388465,25.5631659336505,25.8394402656288,26.3574448592633,25.6133875349777,25.3359364306054,26.2367510018579,25.8968924704256,25.5953060395018,25.7933147866038,26.2366950267236,25.7276228771841,25.807742401881,25.3345142930904,26.1991864081305,25.3971288186183,25.6994920208742,25.4033779477577,26.1324432915956,26.184114119488,26.0311586169564,25.5623578381454,25.7964845774795,26.4220368850861,25.6102743859909,26.0708704975331,25.8463737172524,25.8819269726195,25.636991482493,26.0392490901183,25.4110733723862,25.9851979129753,25.8073126256653,25.8444819723069,25.7012574983199,25.5856290076306,25.8707850377028,25.4384423410277
"sp|Q08174|PCDH1_HUMAN",24.7084780908653,24.3757596435161,24.154410437682,25.324475262065,24.5808438539903,24.0984199265438,24.8172971034624,25.6544183638482,23.9842584146205,24.6346865045354,24.8281577225032,24.24536707388,23.6051606497506,24.9731742134693,25.1188077351152,24.9552958316008,24.0323963971996,25.6715557133345,24.2275160321579,24.9834777605685,24.0233349343884,23.6056920636559,25.0173578585899,24.1446291670037,23.7337515987637,23.5174271587177,25.5519789392163,24.4507726581615,24.9354550485512,25.4405688589957,24.9601302642713,24.1776662953464,25.0364822893787,24.7648378857852,24.6706408935139,25.0779035645717,25.2378703360733,24.8000678390662,24.0124901457215,23.7452522953676
"sp|Q86WI1|PKHL1_HUMAN",23.9109657197387,24.7872044467091,24.9912262072011,24.6247537804855,25.1800950076493,23.8502644895256,24.9164692736836,25.8206469958913,23.7093300933385,24.6152716961395,24.3469556683134,24.1276367291131,22.6812302034145,24.4401768422206,24.7227607980392,24.5619869482652,24.1222625838953,25.0365871608774,23.8972601313434,24.3118709232574,23.5186451941206,24.679739835456,24.4864742813242,23.1118375862676,24.5148905709285,24.2630066969228,24.5874117859989,25.1801594278823,24.9739421123801,25.112767535578,25.5535252513006,24.8984052337107,26.2197662386651,24.9516107977323,24.159827680474,24.4426377303379,24.9693879647024,24.7096536664473,24.3150528754095,23.9464762950393
"sp|Q96JH7|VCIP1_HUMAN",20.3634466680477,20.3329212464185,20.1324228653466,19.8494884236475,18.0804478009047,20.330517439979,20.4489141389664,20.8999076633281,20.9564708992672,20.2338367783781,20.85145227254,19.3885034463638,19.9177139457498,20.4461965632295,20.019104981407,20.6679063715534,19.8441538252665,19.4513723903951,20.5861667306442,20.6639486819524,20.0102472801598,20.7971434412103,20.8012633816674,21.7720959378778,21.3566149938633,20.720474068873,20.8352576603341,20.7954149063494,21.2795705169296,21.3208726322815,20.6037986039555,20.2198604982634,21.5674074096533,20.8154555018753,20.7984612575739,21.1112729404964,20.5289464584114,21.4209377187045,20.1735420880697,21.4168627379009
"sp|Q9BUF5|TBB6_HUMAN",30.8234262315751,30.9054110096617,31.1518328307878,30.6106304824274,30.7230166949322,31.1060707311341,30.4051517437302,28.7887434844133,31.402533386003,30.6958382584484,30.6362125244468,30.9094242651466,31.1568014388941,30.7666030796733,30.7361762039751,30.2681995779289,31.1603266452357,30.5993765595661,30.7219698862083,30.2253837589044,31.0012995269743,31.0982179985714,30.6978784410867,30.194374549405,31.0161947521904,31.4769245570576,30.8085884979187,31.1934274297464,31.0004869978589,30.5477967588928,30.4054549465814,31.051240472945,29.7800029087495,30.9869767556149,30.6424617295308,30.6238696067594,30.7097799277715,30.5934170566798,31.111325603419,30.4576451482865
"sp|Q9BXS4|TMM59_HUMAN",19.3788242529221,17.5649574639452,17.8081878705667,18.6455560328781,19.0331229251658,18.283461501065,19.3709624580562,19.8849074803942,18.2924757063197,18.9723618690732,18.5663430371262,18.3823990798383,17.9119292454132,18.8815559976538,19.4549054199261,19.0942824219696,17.2902505213916,19.8749818997242,19.1104502740709,19.4009527748121,17.8623936647795,17.8745187050021,19.0428764769768,18.6328544220151,19.3317438234671,17.4851836432368,18.3295049498769,18.4779161172462,19.540099981153,19.2458810661265,18.1693925545174,18.0113886757737,19.4002360386271,18.473632621592,19.0890706823408,18.8079051810943,18.3842877423856,18.9054235229269,16.9580198275178,19.2574201619093
"sp|Q9BZ29|DOCK9_HUMAN",22.0467823652728,29.4531044990003,21.9247137979351,22.1583764960923,20.9593092231505,20.9900749411869,20.0616412260786,20.5510484262842,21.6968460953755,19.3128983297348,21.7367362888792,21.0237363867927,21.5675374572735,21.7285492839305,21.870765949154,20.9547671729916,21.1781808000806,22.5348100036386,21.1821436390271,21.3769640228725,21.5001704537771,21.686831568732,21.8339618095689,21.5789222490805,20.2722107514874,19.7658959765283,21.7136655865234,21.0783112085826,20.8891654663313,21.3908857976448,20.2524728364997,20.9129015565667,21.8976796930476,22.2133862905195,20.8977555879106,22.121513342124,21.4103162025882,22.2980566893218,20.8585064896438,22.4335197754071
"sp|Q9HB71|CYBP_HUMAN",20.4285591803117,20.8368652748872,20.4373577431,20.7425881274621,20.0498780877795,20.5693476717504,20.0944054075356,18.9639817946985,21.4685846891329,20.8982866995205,20.2562530038889,20.2934470609571,20.8605295257206,20.4187002958309,20.3226603070761,19.6388319584734,21.1828563838851,19.2821472392947,20.5052924191171,20.0238880950987,20.8204401377119,20.9191807136675,20.4277215888061,19.4770724551186,20.1870255636728,21.4525956459043,20.6450816724141,20.3892524819342,20.3371171266265,19.6224390550679,20.3844361208572,20.9697288475551,20.1764626994395,20.2928447944923,20.3187143695745,20.5982353481899,20.4088414113501,20.1896153701104,20.732951311455,19.7584798121322
"sp|Q9UJ14|GGT7_HUMAN",18.1663833968315,18.5142979436035,18.2644448042077,18.4892177417249,19.0154257622627,18.3802335596836,18.6030370352578,18.4691904746975,16.8244396756442,18.83686206441,19.0618426068352,18.7143529831379,18.1922081541853,17.9434731405288,18.1841299828308,19.1293519746251,17.0330274036494,18.3290145112016,17.9438276533432,18.8175721059396,16.9525252081829,17.311406881755,18.5346698550722,19.100626725076,16.1244578487843,17.3699036522266,18.1403497259129,18.7990838859648,17.6910952270002,18.7241658970956,17.3120091040774,16.9450960940572,18.9446016598446,17.8953683736005,17.5557977795963,18.0582819163354,17.720562884226,17.8119049458724,16.1402245465122,17.8593244603288
"sp|O60888|CUTA_HUMAN",21.3427695377996,21.7649711656042,21.4224726153906,21.6528204367104,21.3965876983823,20.9299796236225,21.5970080595487,21.728106475914,21.4610873119999,21.7323967708955,22.014519937352,21.6148833646861,21.7422488832734,21.5123865149165,21.41036361423,22.1783607383813,21.2261847012763,21.5166813257893,21.8930541370915,22.0574598488379,21.3193256104071,21.5719457961043,22.0147424081249,21.4777554649721,21.6816684525485,21.1252233896916,21.3222917175358,21.2368388088021,21.2206010792593,21.7115748251907,21.9797206157095,21.5060164968385,22.1406356489006,21.5971878423493,21.0808023723558,21.6619312976218,21.6820034920333,21.6593372847992,21.1813675060302,21.838856462373
"sp|O75380|NDUS6_HUMAN",18.5262721220212,19.886074317071,18.735877226436,18.5813834587558,19.0776747439503,18.7229203283045,18.6440138601331,24.7836376212491,19.9896244336994,17.8868670448543,19.1032901872908,19.1704759200886,19.7380308653025,19.0507872989263,18.8393964410061,19.5996527690153,20.3417376941287,19.3272507097632,19.0394992948806,19.2855032054413,19.9179916795561,20.5086304453756,19.4034240247852,18.9200030515243,19.6026175749468,20.9324730935592,19.453722548449,19.9436583065773,18.4949998427976,18.542208586644,20.3718217837077,20.3935475940402,19.4256137857347,19.1236742310881,19.3090343161355,18.5406635582818,19.5753024758314,19.1131867504345,19.5004869794864,16.7792126794331
"sp|P27338|AOFB_HUMAN",23.6274639284027,24.2700435973384,24.9703437891371,23.4783755373574,24.4528432393569,24.3380933803714,23.2720066481114,22.0191469604789,25.2306467059165,24.84337412467,23.9313333680874,25.0749512104965,25.324442877918,24.3162680426021,24.0146575574943,24.1511931378876,24.7020303377376,23.7034346004073,24.1903372978991,24.2737513138131,24.2648218995372,24.7098072230159,24.5988951797336,22.4724783146465,24.4528671445333,25.4140216222148,25.0210923256985,24.5699798236222,25.3614141417224,23.596086413875,23.6259678349206,24.3108543423524,22.7735539880468,24.4090483584941,23.9277750459326,24.1944004955925,25.0050721568014,23.8680719520027,24.3544106262508,24.14715337413
"sp|P35916|VGFR3_HUMAN",26.8430008690506,26.9142697526025,26.8063454276184,27.3164373231226,26.0733951523346,25.910362997183,27.6430689345047,27.6167141477615,26.5655314494958,26.7869730193553,26.8693234086731,27.0408787386216,26.3734609746511,26.656338909297,27.1829756099756,27.4627332597159,24.5758375059102,27.0854994232525,26.6304630928282,27.4560845073633,25.1611553570627,26.64386697785,26.1926819492664,27.5102500783287,26.5521427133712,25.2108947657497,26.5243021382521,26.6558509066198,27.1800023006471,27.0555241885521,27.2999495386865,26.6653711338592,27.0684454778731,26.8987482355305,26.9827555132338,26.6965127299137,26.4696769495433,26.5308456202849,26.3949953619693,26.4996088142095
"sp|P56556|NDUA6_HUMAN",19.8551604027536,20.822251623864,20.7414899246901,19.753524475337,20.3468099915305,20.5815658575166,19.5316614295971,14.7894818776639,20.8222482466888,19.5877408282356,19.9188303298043,20.533380040516,21.3141639108036,19.8301584065943,19.7808994564947,19.5927847144708,20.4352928317183,19.2709596836973,19.879872796157,16.6255358572742,20.3374973883497,20.9923687340821,20.0456539721208,18.7510407411612,20.1287655536013,21.9638076792288,19.668617026676,20.1911495611419,19.9232680549702,19.8215487065631,19.4812780482507,20.5628409082722,18.6056231277186,20.0471434107525,19.3487525762049,19.9773694209728,19.805156410435,19.8740700904388,20.2358404504203,19.6656514286034
"sp|P61962|DCAF7_HUMAN",19.2813592852077,19.6020011199046,20.068216763992,18.8619894121179,18.2608122118851,19.795892746963,19.628139303222,18.4824131107476,20.3597887667563,19.9376108764502,19.1765175323223,19.2015453951645,19.8499145970422,19.4971326585079,19.6872777317056,18.7938883314471,20.0981964488721,19.2241061590648,19.4485876104132,18.7949275768043,19.7304926078475,19.9617597831771,19.6010269361923,19.173178729718,19.5888144704751,20.7164255580826,19.5672130756104,20.065253944369,20.254890403816,20.0527995014578,19.0096687406073,20.0277413088777,18.2920549609617,19.7701685106956,19.2845937115857,19.3926493406853,19.7129060318081,18.6850313756793,19.7572479540847,19.7778738403968
"sp|P68104|EF1A1_HUMAN / sp|Q5VTE0|EF1A3_HUMAN",26.2565543598454,27.3555290054735,26.4116680214233,26.6343729940534,26.0450018554465,26.2784008959999,26.0178528163766,26.0528908466219,27.2414564007276,26.319646665467,26.4260467812624,26.3326696719149,26.6539397490883,26.1653582846747,26.4474989709814,26.2677596091417,26.480832556845,25.4335333418234,26.7016725832334,25.9169767392913,26.1217854394387,26.8714603282567,25.9636238383312,26.0123276972837,26.3109875017677,26.8562481968861,25.825133070016,26.1737507591989,26.1356601202274,25.8936707220005,26.0503886132956,26.4960237052391,25.9075573080021,25.7718115709757,26.4889716743006,26.3053504439304,26.0741622095039,26.7040701334458,26.7305683820509,26.3188619770069
"sp|Q04917|1433F_HUMAN",29.6987159534903,29.8459820712999,30.0621283691899,29.6818231447485,29.6575899896709,29.9543757382662,29.4181569393359,28.5304584344584,30.4828460769148,29.7528220548645,29.3794053174,29.6228772355374,29.9652706326177,29.7771560773733,29.7170602878204,29.2644799588036,30.1353609847475,29.6274349621545,29.7953123010982,29.1114630358999,30.0847053350614,30.0368815532814,29.8384446575309,29.33823117128,29.6501016432352,30.4472804448543,29.7714015120938,30.0381681924375,29.8034362846147,29.4562099194023,29.3991130829804,30.0972076974902,28.9548730599083,29.8871466199107,29.6606310121028,29.6759790018419,29.8555962012563,29.3918134191771,30.1178715668777,29.4220278417985
"sp|Q06481|APLP2_HUMAN",24.7143513626232,26.239239894216,24.8006817897447,25.3678335582006,25.9854247240242,25.2543137647962,24.619229202942,24.3684331959127,25.9072932512664,25.196837294569,25.7753359323564,25.4007135304038,24.8491259055506,25.042647490626,24.7527003969362,25.4014376010131,24.8845536455024,25.0517367708652,25.0817242825344,24.3147692767911,24.9977646459536,25.0309817265401,25.0055211402272,24.428867524419,24.8330579664504,24.944215687283,24.8325219399507,25.3984577587107,24.9229020813387,25.9137112564247,24.2779890315723,25.1406264936451,24.565442814407,24.9609707887237,25.7307064500035,25.0440491555388,25.3709436186287,24.966396874291,25.1384416945415,25.5735742674315
"sp|Q14141|SEPT6_HUMAN",25.2886196607716,25.3978624366154,25.4181510362295,25.2778360732634,24.9921295612067,25.3553547111391,25.1363940756095,23.6047430468906,25.6969244144073,25.765304938342,24.1960824753088,25.0867128320626,25.5479163576452,25.371021538616,25.721943103549,24.6851542046834,25.6693579596562,24.5757766244123,25.6066922882994,24.5109348278626,25.6760240689709,25.2282573880908,25.5723369272605,24.5802253832126,25.3995368034576,25.9483206394649,25.5658629360143,25.8570689240963,25.1460582829152,24.8075200821024,25.0411219808794,25.4536146098929,23.7382450641379,25.6330430467031,25.7390186845648,25.7489004964367,25.4534234164605,25.2254429727452,25.5867853070392,24.9989090583915
"sp|Q4LDE5|SVEP1_HUMAN",26.8457052895899,25.5327390305572,25.5950478768268,26.5973186317879,27.3478189385516,25.8745803032596,26.5143480772359,26.2488728890513,25.0604888607499,26.3799905436831,25.620139093073,26.8655436419728,24.9027547774224,27.0280128881562,27.0042197777973,27.0097823487832,25.1028750822466,28.5460096545337,26.2772547674134,26.8254585556173,25.0441892863727,24.5211235047693,27.8400248925616,25.9443251311911,26.1141752839411,24.1962563758141,28.0385679382461,25.6973079285806,26.9873499538778,26.8503136631488,26.1960401245129,25.3131173776463,26.5015923150085,25.8266408945005,26.3533338495214,27.7053999848616,27.2103204867224,25.6451575249128,24.7336842489486,26.1555533417151
"sp|Q5QP82|DCA10_HUMAN",20.7748007387047,21.2864885297249,22.5661574576772,22.4497544798716,22.0235086039894,21.9688596512251,22.5265363928133,23.0575954269792,21.4420739663696,22.4747234015246,21.0108047518795,21.947817788259,21.3537629978659,21.4752738273944,22.1269785689307,22.2035583737244,21.5508979336076,22.0512231554767,22.6898548575551,22.8563463595815,16.987982078082,20.9349939950386,22.6143878842927,22.4148778682815,19.6898819971793,21.2377987715731,21.2138421048007,21.8312544544701,22.6630587563961,22.1496000183925,22.3286685090788,21.6323014861693,22.7271118128726,22.1784239675228,21.7363071650599,22.2712013595787,22.1757469160841,21.4676076185035,20.8362727835298,22.3593740375272
"sp|Q7L5N1|CSN6_HUMAN",23.7965660730781,23.5190660790028,23.9452504473049,23.5694455884755,23.1600895327998,23.8974776314911,24.039295995067,23.8035499298691,23.7925540073663,24.0987875629319,25.0137368676481,23.1229256013977,23.2458013384985,23.780155399322,23.4914961251529,23.8943737516469,23.8797430721937,23.4909870706134,23.9152961965954,23.985732056965,23.9920396451274,23.1360664249701,23.4112847335669,23.8678037514497,24.3568276886333,23.8706173758652,23.4196593948442,24.5342042746603,24.3059290245022,25.1924603678462,23.6885236240272,23.64885187147,24.3643205345589,23.9364645889553,23.6541284040209,23.7677308750958,23.7637447255658,24.6077182283494,23.6163481533707,23.5982824672864
"sp|Q8WVC6|DCAKD_HUMAN",22.8457604583056,23.9285459331399,22.3127781119242,23.0792367060804,24.3807182346567,21.9551731034999,25.0257076035089,24.0029045492682,20.1809381206415,23.2089837712269,22.7810457519788,23.1269576096374,23.3609113702532,23.0499379412975,22.4263785605662,24.1024140275256,23.5317407160058,22.3176944622502,22.4075502055921,23.8411744033773,23.8004356294954,22.2900947382765,24.112989779404,23.463074896493,22.0503297482148,22.605950880102,21.8980250356326,22.1587429650844,23.170100571297,23.4899711372789,23.1170736113071,22.6701347933102,23.6539182976598,22.5211606831314,24.0535689395977,24.6765229787351,23.2541154242894,22.1004737789251,23.5191826771745,21.6567596863566
"sp|Q9UBN7|HDAC6_HUMAN",18.7763130396899,18.4819608111656,19.3922384872998,18.6486687017465,17.7298327190505,19.1725778944758,18.7096477307659,18.7203356640292,20.8959396759304,18.431096489485,17.1785968552993,18.9146879481576,21.1033409905106,18.6995970310036,18.5862810215409,16.2671850750289,19.9134522751256,17.8814317609916,18.7686359939545,17.7201498956421,19.2089611731018,19.8883821550931,18.4154897979839,18.7484249326745,19.4735867210983,20.5153959026547,18.6223736799858,18.6953504727399,19.0533776687091,14.2075656864527,17.2062042195602,19.5108303524154,16.7492235002741,18.8626051370065,19.4759275655718,18.7137302385361,18.6228810223174,19.1666538222826,19.7877481705939,17.8271532946911
"sp|P11586|C1TC_HUMAN",21.2829791393127,22.3936899519158,22.3726159443392,21.0708186767186,21.9460104853711,22.024224751912,21.6445640086078,20.8372334869674,22.4987427090857,22.0204485541427,22.3785109985299,22.5939950444724,22.6099005264561,21.7528805815616,21.8243301793275,22.2819832654298,22.2718221983538,22.1966364521873,21.7433154438745,23.0099318132404,22.1289268944105,22.2935892992869,22.3258000455528,22.4099616218854,22.1736567991842,22.6861921370894,22.3426822307714,22.1059171548687,21.6591579794975,21.8557859067094,21.6660861313982,22.4038379980918,21.6113526648081,22.3601074068177,22.0927520969252,21.1286263934714,22.2227820238105,22.0804696237115,22.3994177356812,22.7784233002911
